iter	MultiClass
751	0.5244025898
752	0.5243907488
753	0.524340171
754	0.5243007319
755	0.5241355584
756	0.5240123443
757	0.5238613514
758	0.5235740537
759	0.5232759692
760	0.5230994367
761	0.5230526754
762	0.5228233811
763	0.5226072027
764	0.5225328132
765	0.5224662166
766	0.5223924938
767	0.522210431
768	0.5220456045
769	0.5220191571
770	0.521871936
771	0.5216975442
772	0.5216199339
773	0.5214162764
774	0.5212260051
775	0.52114903
776	0.5210743169
777	0.5209163068
778	0.5208644647
779	0.5207546522
780	0.5204034738
781	0.5202929653
782	0.5201630713
783	0.5201361079
784	0.5199892049
785	0.5199714706
786	0.5199433195
787	0.5198187149
788	0.5197194974
789	0.5196252632
790	0.5195749506
791	0.5195565567
792	0.5194723339
793	0.5194490325
794	0.5194370644
795	0.5194011708
796	0.5193108134
797	0.5192288108
798	0.5191608585
799	0.5191401869
800	0.5188102481
801	0.5185211606
802	0.5183257496
803	0.5181134551
804	0.5180484431
805	0.5179300123
806	0.5179051323
807	0.5178720701
808	0.5176750139
809	0.5176213683
810	0.5175102639
811	0.5174502491
812	0.51737357
813	0.5172347891
814	0.5170577604
815	0.5170074327
816	0.5169893592
817	0.5169485566
818	0.5167297162
819	0.5166725573
820	0.5165473977
821	0.5164339441
822	0.5163554906
823	0.5162095042
824	0.5161803642
825	0.5159266678
826	0.5157637785
827	0.5155805708
828	0.5155296621
829	0.5153845408
830	0.515317159
831	0.5152008413
832	0.5150229269
833	0.5149916658
834	0.5149111334
835	0.5145554191
836	0.5144876713
837	0.5144046924
838	0.5142299837
839	0.5141603345
840	0.514118588
841	0.514102051
842	0.5139761011
843	0.513851313
844	0.5137528639
845	0.5137407851
846	0.5137101194
847	0.5136310376
848	0.5135007069
849	0.5133737949
850	0.5131049953
851	0.5129607671
852	0.5128093951
853	0.5127026682
854	0.5126527474
855	0.5125870262
856	0.5123888928
857	0.5123261574
858	0.5121418804
859	0.5119695405
860	0.5118127699
861	0.5117859344
862	0.511696367
863	0.5115613202
864	0.5113331958
865	0.5112773466
866	0.5111026432
867	0.510846862
868	0.5107491623
869	0.5105202188
870	0.5105145036
871	0.510457835
872	0.5101069522
873	0.5099630608
874	0.5096933926
875	0.5095894339
876	0.5094224197
877	0.509258529
878	0.5091867711
879	0.5089433576
880	0.5088694618
881	0.5088124934
882	0.508699165
883	0.5086153895
884	0.5085084724
885	0.5083343545
886	0.5081155367
887	0.5080328441
888	0.5079344051
889	0.5079050749
890	0.5076658985
891	0.5074874682
892	0.5074197382
893	0.5073910643
894	0.5072045983
895	0.5071970807
896	0.5069839045
897	0.506955316
898	0.5068651451
899	0.506794288
900	0.5067498214
901	0.5065945687
902	0.5065170387
903	0.5063920372
904	0.5062092083
905	0.5061636579
906	0.506067134
907	0.5059807316
908	0.5058194093
909	0.5057249093
910	0.505281785
911	0.5052147138
912	0.5051559608
913	0.5050618975
914	0.5050547059
915	0.5049635384
916	0.5048547911
917	0.5046831551
918	0.5046243975
919	0.5045151695
920	0.5043119648
921	0.5041310878
922	0.5040784508
923	0.5040228552
924	0.5036864523
925	0.5035803585
926	0.5034815893
927	0.5033297986
928	0.5031832495
929	0.5030763269
930	0.5029328971
931	0.5028541528
932	0.5027394702
933	0.5026470925
934	0.5026297712
935	0.5025521392
936	0.5023062656
937	0.502296384
938	0.5022503598
939	0.5021730919
940	0.5020641251
941	0.5020393979
942	0.5019843632
943	0.5019156162
944	0.5017110824
945	0.5016764872
946	0.5016243118
947	0.5014614966
948	0.501453659
949	0.5014117945
950	0.5012425278
951	0.5012106833
952	0.5010827713
953	0.501038721
954	0.500763127
955	0.5006352125
956	0.5003730007
957	0.500331615
958	0.5002393492
959	0.5001593574
960	0.5000080123
961	0.4999476317
962	0.4998267674
963	0.4998186707
964	0.499696731
965	0.4996151627
966	0.499531898
967	0.4992284973
968	0.4990998422
969	0.4990078597
970	0.4990011699
971	0.4987753943
972	0.4987166181
973	0.4986351928
974	0.4986283667
975	0.4984746999
976	0.4984090391
977	0.4983708761
978	0.4983249794
979	0.4981844925
980	0.4981510839
981	0.4979703745
982	0.4978986393
983	0.4977093958
984	0.4976777462
985	0.4975991485
986	0.4975627067
987	0.4972480965
988	0.4969993082
989	0.4969952915
990	0.4968458207
991	0.496763804
992	0.496724775
993	0.4966764264
994	0.4966201388
995	0.4965510814
996	0.4964265174
997	0.4963254004
998	0.4961555676
999	0.4961433127
